restaurant_id,name,city,area,address,latitude,longitude,location_source,location_precision,cuisines,rest_type,cost_for_two_inr,price_tier,rating,review_count,online_order,book_table,dish_liked
74,House Of Commons,Bengaluru,HSR,"1085, 14th Main, 18th Cross, Sector 3, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,"Continental, Asian, North Indian",Bar,1000,Premium,4.7,3573,False,True,"Spaghetti, Ghee Roast Mutton, Draft Beer, Pinacolada, Pizza, Cocktails, Craft Beer"
75,The Biere Club,Bengaluru,Lavelle Road,"20/2, Vittal Mallya Road, Lavelle Road, Bangalore",12.971,77.599,Bengaluru locality centroid,locality-level,"Continental, BBQ, Finger Food","Pub, Microbrewery",1700,Premium,4.3,3498,True,True,"Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Meatballs, Craft Beer"
76,Jalsa Gold,Bengaluru,Marathahalli,"20\5, Panathur Junction, Outer Ring Road, Kadubeessanahalli, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"North Indian, Mughlai, Italian",Casual Dining,1300,Premium,4.5,3486,False,True,"Phirni, Butter Chicken, Cocktails, Kadhai Paneer, Chicken Curry, Cucumber Juice, Rabri"
77,Sultans of Spice,Bengaluru,Koramangala 5th Block,"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"North Indian, Mughlai, Salad",Casual Dining,1300,Premium,4.5,3473,True,True,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh"
78,Gramin,Bengaluru,Koramangala 7th Block,"20, Ground Floor, Raheja Arcade, Koramangala, Koramangala 7th Block, Bangalore",12.936,77.614,Bengaluru locality centroid,locality-level,North Indian,Casual Dining,600,Moderate,4.3,3468,True,False,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn"
79,Delhi Highway,Bengaluru,Indiranagar,"951, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"North Indian, Mughlai",Casual Dining,1500,Premium,4.4,3439,True,True,"Kheer, Dum Aloo Kashmiri, Lunch Thali, Dahipuri, Tandoori Mushrooms, Chaat, Lassi"
80,Meghana Foods Grand,Bengaluru,Marathahalli,"90/4, Above Sony Centre, Opposite Park Plaza, Outer Ring Road, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"Biryani, Andhra, North Indian, Seafood",Casual Dining,600,Moderate,4.2,3367,True,False,"Andhra Thali, Veg Thali, Lollipop Biryani, Chicken Boneless Biryani, Hyderabadi Biryani, Mutton Biryani, Vegetable Biryani"
81,Little Italy,Bengaluru,Indiranagar,"2017, Near Reebok Showroom, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Italian, Pizza, Mexican",Casual Dining,1400,Premium,4.2,3307,True,True,"Pasta, Macaroni, Caesar Salad, Wood Fire Pizza, Ravioli, Chocolate Bomb, Cocktails"
82,Empire Restaurant,Bengaluru,Church Street,"36, Off MG Road, Church Street, Bangalore",12.975,77.605,Bengaluru locality centroid,locality-level,"North Indian, Mughlai, South Indian, Chinese",Casual Dining,750,Moderate,4.0,3286,True,False,"Paneer Tikka, Bheja Fry, Ghee Rice, Jumbo Shawarma, Brain Fry, Raita, Biryani"
83,Paradise,Bengaluru,Indiranagar,"484, Signature Square, CMH Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Biryani, North Indian, Kebab",Casual Dining,800,Premium,4.0,3268,True,False,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab"
84,Empire Restaurant,Bengaluru,Kammanahalli,"83, Nehru Main Road, Kammanahalli, Bangalore",13.0093,77.6377,Bengaluru locality centroid,locality-level,"North Indian, Mughlai, South Indian, Chinese",Casual Dining,750,Moderate,4.1,3248,True,False,"Ghee Rice, Chicken Grill, Alfam Chicken, Mutton Biryani, Fruit Salad, Peri Peri Chicken, Shawarma"
85,Punjabi by Nature 2.0,Bengaluru,BTM,"6, Krishna Nagar Industrial Area, Behind Forum Mall, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,North Indian,"Casual Dining, Microbrewery",400,Moderate,4.2,3236,False,False,"Paneer Tikki, Mutton Raan, Mango Margarita, Craft Beer, Lamb, Kulcha, Kheer"
86,ECHOES Koramangala,Bengaluru,Koramangala 5th Block,"Shop 44, 4th B Cross Road, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Chinese, American, Continental, Italian, North Indian","Cafe, Casual Dining",750,Moderate,4.7,3220,False,False,"Pasta, Mezze Platter, Momos, Pizza, Waffles, Chocolate Milkshake, Pancakes"
87,Empire Restaurant,Bengaluru,Bannerghatta Road,"4 & 5, Green Orchards Layout, 1st Cross, Bannerghatta Road, Bangalore",12.8906,77.596,Bengaluru locality centroid,locality-level,"North Indian, Mughlai, South Indian, Chinese",Casual Dining,750,Moderate,4.3,3178,True,False,"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken"
88,Buff Buffet Buff,Bengaluru,Koramangala 5th Block,"60, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Continental, Thai, Salad","Casual Dining, Bar",1500,Premium,4.5,3177,True,True,"Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads"
89,Tipsy Bull - The Bar Exchange,Bengaluru,Indiranagar,"2008, 2nd Floor, 100 Feet Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Chinese, Continental, North Indian, Mexican","Bar, Casual Dining",1400,Premium,4.6,3173,False,True,"Cocktails, Peri Peri Chicken, Biryani, Mocktails, Pizza, Sangria, Chicken Dim Sum"
90,Ebony,Bengaluru,MG Road,"Barton Center, 84, 13th Floor, MG Road, Bangalore",12.9756,77.6066,Bengaluru locality centroid,locality-level,"North Indian, South Indian",Casual Dining,1500,Premium,4.3,3152,True,True,"Appam, Khao Suey, Chicken Biryani, Kebab Platter, Rabri, Prawn, Pad Thai"
91,Skyye,Bengaluru,Lavelle Road,"Uber Level, 16th Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",12.971,77.599,Bengaluru locality centroid,locality-level,Continental,Lounge,2500,Luxury,4.2,3140,False,True,"Cocktails, Long Island Iced Tea, Mojito, Peri Peri Chicken, Mocktails, Chicken Satay, Beer"
92,Float,Bengaluru,Marathahalli,"20\5, Panathur Junction, Outer Ring Road, Kadubeessanahalli, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"North Indian, Japanese","Casual Dining, Bar",1500,Premium,4.4,3133,True,True,"Butter Fish, Chicken Burritos, Cocktails, Mocktails, Rabri, Exotic Veg Pizza, Potato Wedges"
93,The Druid Garden,Bengaluru,Sahakara Nagar,"40/1, Third Floor, Century Corbel Commercial, Sahakara Nagar, Bangalore",13.0623,77.5919,Bengaluru locality centroid,locality-level,"Asian, Continental, European, North Indian, Mediterranean","Microbrewery, Casual Dining",1700,Premium,4.3,3077,True,True,"Beer, Crab Ravioli, Cocktails, Donne Biryani, Chicken Tacos, Tiramisu, Seafood Ravioli"
94,Ruh,Bengaluru,Bellandur,"4th Floor, Ganapa Tower, Sarjapur Outer Ring Road, Near Bangalore Central, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"North Indian, Mughlai, Mediterranean, Iranian",Casual Dining,1000,Premium,4.0,3056,False,True,"Fattoush Salad, Mutton Biryani, Mutton Roganjosh, Panipuri, Mocktails, Choco Bomb, Cocktails"
95,Kapoor's Cafe,Bengaluru,Whitefield,"Near Thubarahalli Bus Stop, Inside Gurukul Compound, Thubarahalli, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,North Indian,Casual Dining,800,Premium,4.2,3021,False,False,"Paratha, Matka Lassi, Rabri, Puri Sabzi, Masala Soda, Chaach, Veg Kolhapuri"
96,AB's - Absolute Barbecues,Bengaluru,Whitefield,"2nd Floor, I20-A2, EPIP Zone, Near Vydehi Hospital, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"European, Mediterranean, North Indian, BBQ",Casual Dining,1600,Premium,4.8,3009,False,True,"Mutton Roganjosh, Mutton Keema, Mutton Curry, Macaroon, Paan Ice Cream, Sea Food, Biryani"
97,Cafe Thulp,Bengaluru,Koramangala 1st Block,"998, 1st Main, Koramangala 1st Block, Bangalore",12.9279,77.6271,Bengaluru locality centroid,locality-level,"Cafe, Burger, Italian, Salad",Cafe,1000,Premium,4.1,3007,True,False,"Burgers, Fries, Pasta, Pork Chops, Chocolate Milkshake, Sandwiches, Waffles"
98,Flechazo,Bengaluru,Whitefield,"120 A3, 2nd Floor, Santosh Tower, EPIP Industrial Area, Phase 1, Hoodi Village, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Asian, Mediterranean, North Indian, BBQ",Casual Dining,1400,Premium,4.9,3004,False,True,"Pizza, Mutton Kebab, Chicken Biryani, Sea Food, Chicken Dim Sum, Pasta, Mocktails"
99,Sidewalk - The Garden Bar,Bengaluru,Marathahalli,"Ground Floor, Soul Space Paradigm, Next to Innovative Multiplex, Bata Showroom, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"North Indian, Continental, Chinese, Thai","Bar, Casual Dining",1300,Premium,4.4,3004,True,True,"Veg Burger, Pesto Pasta, Cocktails, Pizza, Craft Beer, Chicken Steak, Prawn"
100,Phobidden Fruit,Bengaluru,Indiranagar,"965, 12th Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Vietnamese, Salad",Casual Dining,1100,Premium,4.4,2950,False,False,"Pho, Noodles, Salads, Mocktails, Veg Momos, Banh Cuon, Pork Chops"
101,Tippler,Bengaluru,Indiranagar,"276, Above Girias Showroom, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Russian, Continental, North Indian",Pub,1300,Premium,4.2,2946,False,True,"Cocktails, Pie, Peri Peri Fries, Long Island Iced Tea, Chicken Steak, Mocktails, Nachos"
102,The Only Place,Bengaluru,Church Street,"13, Museum Road, Church Street, Bangalore",12.975,77.605,Bengaluru locality centroid,locality-level,"Italian, American, Steak, Continental, BBQ, Salad",Casual Dining,1000,Premium,4.2,2938,True,True,"Steak, Burgers, Meatballs, Apple Pie, Salads, Bruschettas, Chicken Sizzler"
103,Hammered,Bengaluru,New BEL Road,"3, 80 Feet Road, Opposite MK Tower, RMV 2nd Stage, New BEL Road, Bangalore",13.0382,77.5703,Bengaluru locality centroid,locality-level,"North Indian, Continental, Cafe","Pub, Cafe",1200,Premium,4.5,2935,True,True,"Mocktails, Cocktails, Beer, Pasta, Tacos, Pizza, Chicken Tikka Masala"
104,Karama Restaurant,Bengaluru,Frazer Town,"55, Mosque Road, Frazer Town, Bangalore",12.9968,77.613,Bengaluru locality centroid,locality-level,"Arabian, North Indian, Beverages",Casual Dining,750,Moderate,4.4,2907,True,True,"Salads, Veg Pulao, Sea Food, Popcorn Chicken, Karachi Naan, Rabri, Butter Chicken"
105,Onesta,Bengaluru,Marathahalli,"90/3, Opposite Innovative Multiplex, Beside World of Titan, Outer Ring Road, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"Pizza, Cafe, Italian","Casual Dining, Cafe",600,Moderate,4.6,2906,True,True,"Ricotta Ravioli, Pasta, Bbq Chicken Pizza, Butter Chicken Pizza, Farmhouse Pizza, Mojito, Barbeque Chicken Pizza"
106,Mavalli Tiffin Room (MTR),Bengaluru,Basavanagudi,"14, Lalbagh Road, Mavalli, Basavanagudi, Bangalore",12.9416,77.5753,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,250,Budget,4.5,2896,False,False,"Rava Idli, Filter Coffee, Ghee Masala Dosa, Badam Halwa, Upma, Raita, Rasam Rice"
107,Vapour Brewpub and Diner,Bengaluru,Sarjapur Road,"7th Floor, Bren Mercury, Kaikondrahalli Junction, Sarjapur Road, Bangalore",12.911,77.685,Bengaluru locality centroid,locality-level,"North Indian, Continental, Italian","Microbrewery, Pub",1400,Premium,4.5,2878,False,True,"Cheese Pasta, Cocktails, Craft Beer, Stout, Bruschettas, Pinacolada, Wheat Beer"
108,A Hole Lotta Love Cafe,Bengaluru,Koramangala 5th Block,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Cafe, American, Burger, Sandwich, Beverages",Cafe,600,Moderate,4.3,2874,True,False,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta"
109,Green Theory,Bengaluru,Residency Road,"15, Convent Road, Off Residency Road, Residency Road, Bangalore",12.969,77.603,Bengaluru locality centroid,locality-level,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza","Casual Dining, Cafe",800,Premium,4.2,2872,True,True,"Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Potato Skins, Kiwi Lemonade"
110,1131 Bar + Kitchen,Bengaluru,Indiranagar,"100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Continental, Asian, Italian, North Indian","Bar, Casual Dining",1500,Premium,4.4,2861,False,True,"Pizza, Chocolate Cake, Cocktails, Nachos, Sangria, Craft Beer, Mocktails"
111,Ji Hazoor,Bengaluru,Whitefield,"TR 9, 4th Floor, Plot 95, EPIP Zone, Near Vaidehi Hospital Circle, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Mughlai, North Indian, Biryani, Afghan","Casual Dining, Bar",1100,Premium,4.0,2856,True,True,"Chicken Salad, Mocktails, Mutton Curry, Chicken Dum Biryani, Egg Masala, Egg Salad, Karela Salad"
112,Hakuna Matata,Bengaluru,JP Nagar,"1231/35/2, 24th Main, 7th Phase, Opposite Brigade Palm Springs, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"North Indian, Asian, Seafood, Chinese","Casual Dining, Bar",1200,Premium,4.5,2800,False,False,"Mocktails, Cocktails, Appam, Paneer Satay, Sea Food, Paneer Tikka, Jeera Rice"
113,Whitefield Social,Bengaluru,Whitefield,"29, Ground Floor, Phoenix Market City, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"American, North Indian, Chinese, Finger Food, Momos",Pub,1500,Premium,4.1,2773,True,False,"Cocktails, Chicken Kebab, Murgh Ghee Roast, Virgin Mojito, Honey Chilli Fries, Ice Tea, Shawarma"
114,Double Decker,Bengaluru,Brigade Road,"120, 4th Floor, Lancer Building, Brigade Road, Bangalore",12.9733,77.6074,Bengaluru locality centroid,locality-level,"Continental, North Indian","Bar, Casual Dining",1300,Premium,4.3,2749,False,True,"Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges"
115,Cafe Azzure,Bengaluru,MG Road,"52, Brigade Road, Haridevpur, Shanthala Nagar, MG Road, Bangalore",12.9756,77.6066,Bengaluru locality centroid,locality-level,"Cafe, Continental, Italian, Burger",Cafe,1200,Premium,4.2,2747,True,True,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes"
116,The Pallet,Bengaluru,Whitefield,"HVP Crest, ITPL Main Road, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos","Microbrewery, Pub",1600,Premium,4.5,2745,False,True,"Craft Beer, Wine, Chilli Chicken, Wedges, Lamb, Cocktails, Masala Peanuts"
117,Om Made Cafe,Bengaluru,Koramangala 5th Block,"136, Rooftop, Above Gold's Gym, 1st Cross, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Cafe, Continental, European, Juices",Cafe,1300,Premium,4.1,2738,False,False,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti"
118,Dadi's Dum Biryani,Bengaluru,BTM,"14, Krishnanagara Industrial Area, Next To Christ College, Near Dairy Circle, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"Biryani, North Indian, Mughlai",Casual Dining,800,Premium,4.1,2732,True,True,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab"
119,Gilly's Restobar,Bengaluru,New BEL Road,"4th & 5th Floor, Sree Premprasad Complex, Opposite Ramaiah Hospital, New BEL Road, Bangalore",13.0382,77.5703,Bengaluru locality centroid,locality-level,"Continental, Finger Food, North Indian, Chinese","Pub, Casual Dining",1200,Premium,4.5,2732,False,True,"Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken"
120,Mr. Beans - Home Cafe,Bengaluru,Koramangala 3rd Block,"100 Feet Road, Next to Karnataka Bank, Near BDA Complex, 3rd Block, Koramangala 3rd Block, Bangalore",12.928,77.623,Bengaluru locality centroid,locality-level,"Cafe, Continental, Italian",Cafe,1000,Premium,4.2,2717,True,True,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes"
121,Stoner,Bengaluru,Indiranagar,"50, Zatakia Centre, 100 Feet Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Ice Cream, Pizza, Beverages",Dessert Parlor,550,Moderate,4.4,2699,True,False,"Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava"
122,Empire Restaurant,Bengaluru,RT Nagar,"161, 80 feet Road, Ganganagar, Matadahalli, RT Nagar, Bangalore",13.0247,77.5948,Bengaluru locality centroid,locality-level,"North Indian, Mughlai, South Indian, Chinese",Casual Dining,750,Moderate,4.0,2692,True,False,"Peri Peri Chicken, Chilli Chicken, Butter Chicken, Ghee Rice, Mutton Biryani, Corn Paratha, Chicken Curry"
123,Brahmin's Coffee Bar,Bengaluru,Basavanagudi,"Ranga Rao Road, Near Shankar Mutt, Shankarapura, Near Basavanagudi, Bangalore",12.9416,77.5753,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,100,Budget,4.8,2679,False,False,"Filter Coffee, Kesari Bath, Idli Vada, Upma, Badam Milk, Kharabath, Tea"
124,Stoner,Bengaluru,Koramangala 5th Block,"Elite Building Ground Floor, Industrial Layout, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages","Dessert Parlor, Cafe",500,Moderate,4.5,2668,True,False,"Burgers, Caramel Shake, Spinach Pizza, Ferrero Rocher Ice Cream, Butter Chicken, Chocolate Lava Cake, Bbq Burger"
125,Matteo Coffea,Bengaluru,Church Street,"2, Church Street, Bangalore",12.975,77.605,Bengaluru locality centroid,locality-level,Cafe,Cafe,600,Moderate,4.4,2662,False,False,"Coffee, Pasta, Donut, Salads, Tiramisu Cheesecake, Sandwiches, Burgers"
126,Chinita Real Mexican Food,Bengaluru,Indiranagar,"218, Near BDA Complex, Double Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,Mexican,Casual Dining,1200,Premium,4.4,2658,False,False,"Nachos, Churros, Burrito Bowl, Tacos, Enchiladas, Quesedillas, Salads"
127,Onesta,Bengaluru,Kammanahalli,"4th Floor, 7M-414, 7th Main Road, HRBR, 1st Block Extension, Kammanahalli, Bangalore",13.0093,77.6377,Bengaluru locality centroid,locality-level,"Pizza, Cafe, Italian","Casual Dining, Cafe",600,Moderate,4.4,2640,True,True,"Chicken Tikka Pizza, Ricotta Ravioli, Paneer Tikka Pizza, Pasta, Pepperoni, Barbeque Chicken, Mocktails"
128,Bonsouth,Bengaluru,Koramangala 5th Block,"130, 1st Cross, Jwoti Nivas College Road, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Chettinad, Andhra, Kerala",Casual Dining,1300,Premium,4.2,2626,False,True,"Coconut Payassam, Boneless Chicken, Seafood Soup, Fish, Filter Kaapi, Appam, Tender Coconut Payasam"
129,Onesta,Bengaluru,Banashankari,"2469, 3rd Floor, 24th Cross, Opposite BDA Complex, 2nd Stage, Banashankari, Bangalore",12.9255,77.5468,Bengaluru locality centroid,locality-level,"Pizza, Cafe, Italian","Casual Dining, Cafe",600,Moderate,4.6,2604,True,True,"Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza"
130,The Reservoire,Bengaluru,Koramangala 5th Block,"17th Main Road, JNC Road, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Continental, North Indian, Chinese, American","Bar, Casual Dining",1300,Premium,4.5,2601,False,True,"Cocktails, Bruschettas, Peppy Paneer Pizza, Beer, Sea Food, Caramel Custard, Peri Peri Wings"
